# Mini-Circuits,Lab.
# Model:ZVA-183+
# Mini-Circuits,Lab.,Run:,EXPRM,,Date,Code:,1030;
# Fixture:,N/R;,Vcc=+12V,,Icc=330mA;
# Connection:,Port,1,to,Input,,Port,2,to,Output;
# Mini-Circuits,Lab.,Tested,with,PNA-X,Network,Analyzer,AG,N5242A,,S/N,71404,,Cal.Due.:,05/26/2011.
DG(dB)=0
freq(Hz)	gain(dB)	phase(rad)	directivity(dB)	vsvr(:1)	nf(dB)	op1db(dBm)	freq_1(Hz)	oip3(dBm)	freq_2(Hz)
1860000000.0	28.24808	3.0599339338767346	49.462399999999995	1.2882	1.315	4.015000000000001	1860000000.0	36.9258	1860000000.0
1880000000.0	28.25691	3.016482216819084	49.459199999999996	1.2856	1.31	4.0	1880000000.0	36.916399999999996	1880000000.0
1900000000.0	28.26154	2.9725679875096542	49.455999999999996	1.283	1.305	3.9850000000000003	1900000000.0	36.907	1900000000.0
1920000000.0	28.26786	2.9290272586601516	49.452799999999996	1.2804	1.3	3.97	1920000000.0	36.8976	1920000000.0
1940000000.0	28.27048	2.8858094157222682	49.4496	1.2778	1.295	3.955	1940000000.0	36.8882	1940000000.0
1960000000.0	28.27908	2.842528740931313	49.4464	1.2752000000000001	1.29	3.9400000000000004	1960000000.0	36.8788	1960000000.0
1980000000.0	28.28339	2.7991573090192534	49.4432	1.2726	1.285	3.9250000000000003	1980000000.0	36.8694	1980000000.0
2000000000.0	28.28805	2.755880124886802	49.44	1.27	1.28	3.91	2000000000.0	36.86	2000000000.0
2020000000.0	28.29471	2.7128385602033704	49.5464	1.2694	1.2758	3.9010000000000002	2020000000.0	36.8476	2020000000.0
2040000000.0	28.29644	2.6696852944478104	49.6528	1.2688	1.2716	3.8920000000000003	2040000000.0	36.8352	2040000000.0
2060000000.0	28.30159	2.626926473103201	49.7592	1.2682	1.2674	3.883	2060000000.0	36.8228	2060000000.0
2080000000.0	28.30318	2.583872691115005	49.8656	1.2676	1.2632	3.874	2080000000.0	36.8104	2080000000.0
2100000000.0	28.30806	2.5410283486370484	49.971999999999994	1.267	1.2590000000000001	3.865	2100000000.0	36.798	2100000000.0
2120000000.0	28.31442	2.4982258940611395	50.078399999999995	1.2664	1.2548000000000001	3.8560000000000003	2120000000.0	36.7856	2120000000.0
2140000000.0	28.31699	2.455264614523299	50.184799999999996	1.2658	1.2506	3.847	2140000000.0	36.7732	2140000000.0
2160000000.0	28.31914	2.4124115453990824	50.291199999999996	1.2652	1.2464	3.838	2160000000.0	36.7608	2160000000.0
2180000000.0	28.3226	2.370080329721212	50.3976	1.2646	1.2422	3.829	2180000000.0	36.7484	2180000000.0
2200000000.0	28.3244	2.3274716066922743	50.504	1.264	1.238	3.8200000000000003	2200000000.0	36.736	2200000000.0
2220000000.0	28.32816	2.284756418578965	50.6104	1.2634	1.2338	3.811	2220000000.0	36.7236	2220000000.0
2240000000.0	28.32817	2.2420639197459318	50.7168	1.2628	1.2296	3.802	2240000000.0	36.7112	2240000000.0
2260000000.0	28.3308	2.1996000590449096	50.8232	1.2622	1.2254	3.793	2260000000.0	36.6988	2260000000.0
2280000000.0	28.33146	2.1574206870119625	50.9296	1.2616	1.2212	3.7840000000000003	2280000000.0	36.6864	2280000000.0
2300000000.0	28.33033	2.115058055407556	51.036	1.2610000000000001	1.217	3.775	2300000000.0	36.674	2300000000.0
2320000000.0	28.3338	2.0728263234970496	51.142399999999995	1.2604	1.2128	3.766	2320000000.0	36.6616	2320000000.0
2340000000.0	28.33266	2.0310291785702894	51.248799999999996	1.2598	1.2086000000000001	3.757	2340000000.0	36.6492	2340000000.0
2360000000.0	28.33354	1.988598479125055	51.355199999999996	1.2592	1.2044000000000001	3.748	2360000000.0	36.6368	2360000000.0
2380000000.0	28.33595	1.9466564718703796	51.4616	1.2586	1.2002	3.739	2380000000.0	36.6244	2380000000.0
2400000000.0	28.33625	1.904620216836096	51.568	1.258	1.196	3.73	2400000000.0	36.612	2400000000.0
2420000000.0	28.33562	1.8626537749718923	51.6744	1.2574	1.1918	3.721	2420000000.0	36.5996	2420000000.0
2440000000.0	28.33818	1.8208199781308403	51.7808	1.2568	1.1876	3.712	2440000000.0	36.5872	2440000000.0
2460000000.0	28.33642	1.7788116483645888	51.8872	1.2562	1.1834	3.7030000000000003	2460000000.0	36.5748	2460000000.0
2480000000.0	28.33751	1.7373855604368025	51.9936	1.2556	1.1792	3.694	2480000000.0	36.562400000000004	2480000000.0
2500000000.0	28.33875	1.6956236711609327	52.099999999999994	1.255	1.175	3.685	2500000000.0	36.55	2500000000.0
2520000000.0	28.33783	1.653956553263446	52.206399999999995	1.2544	1.1708	3.676	2520000000.0	36.5376	2520000000.0
2540000000.0	28.34052	1.6121309594698783	52.312799999999996	1.2538	1.1666	3.6670000000000003	2540000000.0	36.5252	2540000000.0
2560000000.0	28.33966	1.5705580893519995	52.4192	1.2532	1.1624	3.658	2560000000.0	36.5128	2560000000.0
2580000000.0	28.3413	1.5288530978097443	52.5256	1.2526	1.1582000000000001	3.649	2580000000.0	36.5004	2580000000.0
2600000000.0	28.34021	1.4874050187333832	52.632	1.252	1.1540000000000001	3.64	2600000000.0	36.488	2600000000.0
2620000000.0	28.34015	1.445874036517552	52.7384	1.2514	1.1498	3.6310000000000002	2620000000.0	36.4756	2620000000.0
2640000000.0	28.34031	1.404440967272758	52.8448	1.2508	1.1456	3.622	2640000000.0	36.4632	2640000000.0
2660000000.0	28.3384	1.3630094688242904	52.9512	1.2502	1.1414	3.613	2660000000.0	36.4508	2660000000.0
2680000000.0	28.33999	1.321241645428964	53.0576	1.2496	1.1372	3.604	2680000000.0	36.4384	2680000000.0
2700000000.0	28.34006	1.28001469956883	53.164	1.249	1.133	3.595	2700000000.0	36.426	2700000000.0
2720000000.0	28.33984	1.2385416622841654	53.270399999999995	1.2484	1.1288	3.586	2720000000.0	36.4136	2720000000.0
2740000000.0	28.34042	1.1972857439584483	53.376799999999996	1.2478	1.1246	3.577	2740000000.0	36.4012	2740000000.0
2760000000.0	28.33817	1.1559659465821088	53.4832	1.2472	1.1204	3.568	2760000000.0	36.3888	2760000000.0
2780000000.0	28.33666	1.114689084305368	53.5896	1.2466	1.1162	3.559	2780000000.0	36.376400000000004	2780000000.0
2800000000.0	28.33639	1.0735637166077003	53.696	1.246	1.112	3.55	2800000000.0	36.364000000000004	2800000000.0
2820000000.0	28.33682	1.0324861709315376	53.8024	1.2454	1.1078000000000001	3.541	2820000000.0	36.351600000000005	2820000000.0
2840000000.0	28.33588	0.9911515382565559	53.9088	1.2448	1.1036000000000001	3.532	2840000000.0	36.3392	2840000000.0
2860000000.0	28.33611	0.9499485034071745	54.0152	1.2442	1.0994000000000002	3.523	2860000000.0	36.3268	2860000000.0
2880000000.0	28.3352	0.9085173540245575	54.1216	1.2436	1.0952000000000002	3.5140000000000002	2880000000.0	36.3144	2880000000.0
2900000000.0	28.33393	0.8674429499410481	54.227999999999994	1.2429999999999999	1.091	3.505	2900000000.0	36.302	2900000000.0
2920000000.0	28.33244	0.8264416751531973	54.3344	1.2424	1.0868	3.496	2920000000.0	36.2896	2920000000.0
2940000000.0	28.33201	0.785650887073137	54.440799999999996	1.2418	1.0826	3.487	2940000000.0	36.2772	2940000000.0
2960000000.0	28.33253	0.7449086191462823	54.5472	1.2412	1.0784	3.4779999999999998	2960000000.0	36.2648	2960000000.0
2980000000.0	28.33223	0.7036150017087224	54.6536	1.2406	1.0742	3.469	2980000000.0	36.2524	2980000000.0
3000000000.0	28.33082	0.6626215809025057	54.76	1.24	1.07	3.46	3000000000.0	36.24	3000000000.0
3020000000.0	28.33516	0.621193398579617	54.6652	1.2398	1.0728	3.4546	3020000000.0	36.226800000000004	3020000000.0
3040000000.0	28.33271	0.580318834695461	54.5704	1.2396	1.0756000000000001	3.4492	3040000000.0	36.2136	3040000000.0
3060000000.0	28.33277	0.5393111021893778	54.4756	1.2394	1.0784	3.4438	3060000000.0	36.2004	3060000000.0
3080000000.0	28.33129	0.49837510271555163	54.3808	1.2392	1.0812000000000002	3.4384	3080000000.0	36.187200000000004	3080000000.0
3100000000.0	28.32963	0.45771154913796175	54.286	1.2389999999999999	1.084	3.433	3100000000.0	36.174	3100000000.0
3120000000.0	28.3281	0.4166778112260238	54.1912	1.2388	1.0868	3.4276	3120000000.0	36.1608	3120000000.0
3140000000.0	28.32519	0.3758999385824283	54.096399999999996	1.2386	1.0896000000000001	3.4222	3140000000.0	36.147600000000004	3140000000.0
3160000000.0	28.32511	0.3348157606551078	54.001599999999996	1.2384	1.0924	3.4168	3160000000.0	36.1344	3160000000.0
3180000000.0	28.32188	0.29418501926745544	53.9068	1.2382	1.0952	3.4114	3180000000.0	36.1212	3180000000.0
3200000000.0	28.32069	0.2536518417849895	53.812	1.238	1.098	3.406	3200000000.0	36.108000000000004	3200000000.0
3220000000.0	28.3192	0.21297362744168286	53.7172	1.2378	1.1008	3.4006	3220000000.0	36.0948	3220000000.0
3240000000.0	28.31697	0.17239173781979378	53.6224	1.2376	1.1036000000000001	3.3952	3240000000.0	36.0816	3240000000.0
3260000000.0	28.3151	0.13168942047951712	53.5276	1.2374	1.1064	3.3898	3260000000.0	36.068400000000004	3260000000.0
3280000000.0	28.31271	0.09134960802487965	53.4328	1.2372	1.1092	3.3844	3280000000.0	36.0552	3280000000.0
3300000000.0	28.31069	0.05096706991015337	53.338	1.237	1.112	3.379	3300000000.0	36.042	3300000000.0
3320000000.0	28.31091	0.010535226244058253	53.2432	1.2368	1.1148	3.3736	3320000000.0	36.028800000000004	3320000000.0
3340000000.0	28.3116	-0.030053854134349037	53.1484	1.2366	1.1176	3.3682	3340000000.0	36.0156	3340000000.0
3360000000.0	28.31149	-0.07057978850041917	53.0536	1.2364	1.1204	3.3628	3360000000.0	36.0024	3360000000.0
3380000000.0	28.31084	-0.11091700041447117	52.9588	1.2362	1.1232	3.3574	3380000000.0	35.989200000000004	3380000000.0
3400000000.0	28.30754	-0.15136271944811963	52.864	1.236	1.1260000000000001	3.352	3400000000.0	35.976	3400000000.0
3420000000.0	28.30931	-0.19186160121078386	52.7692	1.2358	1.1288	3.3466	3420000000.0	35.9628	3420000000.0
3440000000.0	28.30882	-0.23230506876969725	52.6744	1.2356	1.1316	3.3412	3440000000.0	35.949600000000004	3440000000.0
3460000000.0	28.30949	-0.2728291705400528	52.5796	1.2354	1.1344	3.3358	3460000000.0	35.9364	3460000000.0
3480000000.0	28.30722	-0.31335903189693987	52.4848	1.2352	1.1372	3.3304	3480000000.0	35.9232	3480000000.0
3500000000.0	28.30519	-0.3539538195020012	52.39	1.2349999999999999	1.1400000000000001	3.325	3500000000.0	35.91	3500000000.0
3520000000.0	28.30675	-0.3944932801697743	52.2952	1.2348	1.1428	3.3196	3520000000.0	35.8968	3520000000.0
3540000000.0	28.3042	-0.43484599060758405	52.2004	1.2346	1.1456	3.3142	3540000000.0	35.8836	3540000000.0
3560000000.0	28.30499	-0.4755207142923866	52.1056	1.2344	1.1484	3.3087999999999997	3560000000.0	35.8704	3560000000.0
3580000000.0	28.30462	-0.5159558042708905	52.0108	1.2342	1.1512	3.3034	3580000000.0	35.8572	3580000000.0
3600000000.0	28.30333	-0.5565027698544471	51.916000000000004	1.234	1.154	3.298	3600000000.0	35.844	3600000000.0
3620000000.0	28.30361	-0.5968642069385168	51.821200000000005	1.2338	1.1568	3.2926	3620000000.0	35.830799999999996	3620000000.0
3640000000.0	28.30206	-0.6371287782491009	51.7264	1.2336	1.1596	3.2872	3640000000.0	35.8176	3640000000.0
3660000000.0	28.29853	-0.6776748711680315	51.6316	1.2334	1.1624	3.2818	3660000000.0	35.8044	3660000000.0
3680000000.0	28.29894	-0.7180574267360503	51.5368	1.2332	1.1652	3.2763999999999998	3680000000.0	35.791199999999996	3680000000.0
3700000000.0	28.2972	-0.7586728092262851	51.442	1.233	1.168	3.271	3700000000.0	35.778	3700000000.0
3720000000.0	28.29478	-0.7989159129870695	51.3472	1.2328	1.1708	3.2656	3720000000.0	35.7648	3720000000.0
3740000000.0	28.29371	-0.8394997050178433	51.2524	1.2326	1.1736	3.2601999999999998	3740000000.0	35.751599999999996	3740000000.0
3760000000.0	28.29063	-0.8795764789009127	51.1576	1.2324	1.1764	3.2548	3760000000.0	35.7384	3760000000.0
3780000000.0	28.28928	-0.9200325128304405	51.0628	1.2322	1.1792	3.2494	3780000000.0	35.7252	3780000000.0
3800000000.0	28.28802	-0.9603031927934065	50.968	1.232	1.182	3.2439999999999998	3800000000.0	35.711999999999996	3800000000.0
3820000000.0	28.28522	-1.000643685926452	50.873200000000004	1.2318	1.1848	3.2386	3820000000.0	35.6988	3820000000.0
3840000000.0	28.28529	-1.0409175074820718	50.778400000000005	1.2316	1.1876	3.2332	3840000000.0	35.6856	3840000000.0
3860000000.0	28.28509	-1.0813438708143157	50.683600000000006	1.2314	1.1904	3.2278	3860000000.0	35.672399999999996	3860000000.0
3880000000.0	28.28222	-1.1217695360148587	50.588800000000006	1.2312	1.1932	3.2224	3880000000.0	35.6592	3880000000.0
3900000000.0	28.27858	-1.162047546360683	50.494	1.2309999999999999	1.196	3.217	3900000000.0	35.646	3900000000.0
3920000000.0	28.27792	-1.2023452789270548	50.3992	1.2308	1.1987999999999999	3.2116	3920000000.0	35.632799999999996	3920000000.0
3940000000.0	28.27743	-1.2426751255516635	50.3044	1.2306	1.2016	3.2062	3940000000.0	35.6196	3940000000.0
3960000000.0	28.27335	-1.2829355080720426	50.2096	1.2304	1.2044	3.2008	3960000000.0	35.6064	3960000000.0
3980000000.0	28.27231	-1.3231801826291538	50.1148	1.2302	1.2072	3.1954	3980000000.0	35.593199999999996	3980000000.0
4000000000.0	28.27284	-1.3634161305400052	50.02	1.23	1.21	3.19	4000000000.0	35.58	4000000000.0
4020000000.0	28.26818	-1.4039056747911713	50.02160000000001	1.23	1.214	3.184	4020000000.0	35.5704	4020000000.0
4040000000.0	28.26684	-1.4442379648767325	50.0232	1.23	1.218	3.178	4040000000.0	35.5608	4040000000.0
4060000000.0	28.26322	-1.4843388243034796	50.024800000000006	1.23	1.222	3.172	4060000000.0	35.5512	4060000000.0
4080000000.0	28.26035	-1.5246648312037336	50.0264	1.23	1.226	3.166	4080000000.0	35.541599999999995	4080000000.0
4100000000.0	28.25632	-1.5650444197120241	50.028000000000006	1.23	1.23	3.16	4100000000.0	35.532	4100000000.0
4120000000.0	28.256	-1.6049923882962962	50.0296	1.23	1.234	3.154	4120000000.0	35.5224	4120000000.0
4140000000.0	28.25549	-1.6450433313064363	50.031200000000005	1.23	1.238	3.148	4140000000.0	35.5128	4140000000.0
4160000000.0	28.24896	-1.6852822462770158	50.0328	1.23	1.242	3.142	4160000000.0	35.5032	4160000000.0
4180000000.0	28.24506	-1.725137363345082	50.034400000000005	1.23	1.246	3.136	4180000000.0	35.4936	4180000000.0
4200000000.0	28.24677	-1.7656763004140794	50.036	1.23	1.25	3.13	4200000000.0	35.484	4200000000.0
4220000000.0	28.24097	-1.8057577866861292	50.037600000000005	1.23	1.254	3.124	4220000000.0	35.474399999999996	4220000000.0
4240000000.0	28.2386	-1.8461150349799942	50.0392	1.23	1.258	3.118	4240000000.0	35.4648	4240000000.0
4260000000.0	28.23421	-1.8861040188016882	50.040800000000004	1.23	1.262	3.112	4260000000.0	35.4552	4260000000.0
4280000000.0	28.23163	-1.9262727715363377	50.0424	1.23	1.266	3.106	4280000000.0	35.4456	4280000000.0
4300000000.0	28.22929	-1.9664677042097671	50.044000000000004	1.23	1.27	3.1	4300000000.0	35.436	4300000000.0
4320000000.0	28.22526	-2.0063380056423257	50.0456	1.23	1.274	3.094	4320000000.0	35.4264	4320000000.0
4340000000.0	28.22311	-2.046255430964688	50.047200000000004	1.23	1.278	3.088	4340000000.0	35.4168	4340000000.0
4360000000.0	28.22038	-2.086558574051741	50.0488	1.23	1.282	3.082	4360000000.0	35.407199999999996	4360000000.0
4380000000.0	28.21787	-2.1266470416407985	50.0504	1.23	1.286	3.076	4380000000.0	35.3976	4380000000.0
4400000000.0	28.21324	-2.1667564531808803	50.052	1.23	1.29	3.07	4400000000.0	35.388	4400000000.0
4420000000.0	28.20898	-2.2067384556855667	50.0536	1.23	1.294	3.064	4420000000.0	35.3784	4420000000.0
4440000000.0	28.20822	-2.246240492645954	50.0552	1.23	1.298	3.058	4440000000.0	35.3688	4440000000.0
4460000000.0	28.20472	-2.2861230113832764	50.0568	1.23	1.302	3.052	4460000000.0	35.3592	4460000000.0
4480000000.0	28.20304	-2.3262463855573743	50.0584	1.23	1.306	3.046	4480000000.0	35.3496	4480000000.0
4500000000.0	28.20085	-2.3661515935749726	50.06	1.23	1.31	3.04	4500000000.0	35.34	4500000000.0
4520000000.0	28.19739	-2.405788020887764	50.061600000000006	1.23	1.314	3.034	4520000000.0	35.3304	4520000000.0
4540000000.0	28.19571	-2.4459323390128853	50.0632	1.23	1.3179999999999998	3.028	4540000000.0	35.3208	4540000000.0
4560000000.0	28.19138	-2.486015570614187	50.064800000000005	1.23	1.3219999999999998	3.0220000000000002	4560000000.0	35.3112	4560000000.0
4580000000.0	28.18589	-2.525941722582809	50.0664	1.23	1.3259999999999998	3.016	4580000000.0	35.3016	4580000000.0
4600000000.0	28.18405	-2.5658155146738717	50.068000000000005	1.23	1.3299999999999998	3.0100000000000002	4600000000.0	35.292	4600000000.0
4620000000.0	28.18081	-2.605736430654738	50.0696	1.23	1.3339999999999999	3.004	4620000000.0	35.2824	4620000000.0
4640000000.0	28.17838	-2.6457201784886766	50.071200000000005	1.23	1.3379999999999999	2.998	4640000000.0	35.272800000000004	4640000000.0
4660000000.0	28.17698	-2.6856079332137544	50.0728	1.23	1.3419999999999999	2.992	4660000000.0	35.2632	4660000000.0
4680000000.0	28.17331	-2.7254188934517454	50.074400000000004	1.23	1.3459999999999999	2.986	4680000000.0	35.2536	4680000000.0
4700000000.0	28.17127	-2.7654113679319434	50.076	1.23	1.3499999999999999	2.98	4700000000.0	35.244	4700000000.0
4720000000.0	28.16831	-2.8054439849849375	50.077600000000004	1.23	1.3539999999999999	2.974	4720000000.0	35.2344	4720000000.0
4740000000.0	28.16511	-2.8450001271521366	50.0792	1.23	1.3579999999999999	2.968	4740000000.0	35.2248	4740000000.0
4760000000.0	28.16117	-2.885041470851391	50.0808	1.23	1.3619999999999999	2.962	4760000000.0	35.2152	4760000000.0
4780000000.0	28.15811	-2.92465869954241	50.0824	1.23	1.3659999999999999	2.956	4780000000.0	35.205600000000004	4780000000.0
4800000000.0	28.15473	-2.9645499449259924	50.084	1.23	1.3699999999999999	2.95	4800000000.0	35.196	4800000000.0
4820000000.0	28.15117	-3.004306799957171	50.0856	1.23	1.3739999999999999	2.944	4820000000.0	35.1864	4820000000.0
4840000000.0	28.14866	-3.0444755526918206	50.0872	1.23	1.378	2.938	4840000000.0	35.1768	4840000000.0
4860000000.0	28.14614	-3.0840247135420125	50.0888	1.23	1.382	2.932	4860000000.0	35.1672	4860000000.0
4880000000.0	28.14503	-3.124137615740598	50.0904	1.23	1.386	2.926	4880000000.0	35.1576	4880000000.0
4900000000.0	28.14026	3.119400792150685	50.092	1.23	1.39	2.92	4900000000.0	35.148	4900000000.0
4920000000.0	28.13528	3.079525254730371	50.0936	1.23	1.394	2.914	4920000000.0	35.138400000000004	4920000000.0
4940000000.0	28.1326	3.0402431292557344	50.0952	1.23	1.398	2.908	4940000000.0	35.1288	4940000000.0
4960000000.0	28.12898	3.0004024984204603	50.0968	1.23	1.402	2.902	4960000000.0	35.1192	4960000000.0
4980000000.0	28.12634	2.960652624706289	50.0984	1.23	1.406	2.896	4980000000.0	35.1096	4980000000.0
5000000000.0	28.12498	2.921003980088734	50.1	1.23	1.41	2.89	5000000000.0	35.1	5000000000.0
5020000000.0	28.12195	2.881168585241215	50.0386	1.2306	1.411	2.887	5020000000.0	35.0856	5020000000.0
5040000000.0	28.12079	2.841488524697124	49.9772	1.2312	1.412	2.8840000000000003	5040000000.0	35.071200000000005	5040000000.0
5060000000.0	28.11793	2.8016793097883856	49.915800000000004	1.2318	1.4129999999999998	2.8810000000000002	5060000000.0	35.0568	5060000000.0
5080000000.0	28.11488	2.761915473440199	49.8544	1.2324	1.414	2.878	5080000000.0	35.0424	5080000000.0
5100000000.0	28.1116	2.7224849949791428	49.793	1.233	1.415	2.875	5100000000.0	35.028	5100000000.0
5120000000.0	28.11077	2.6826879973751683	49.7316	1.2336	1.416	2.8720000000000003	5120000000.0	35.013600000000004	5120000000.0
5140000000.0	28.1069	2.6430480794038727	49.6702	1.2342	1.4169999999999998	2.869	5140000000.0	34.9992	5140000000.0
5160000000.0	28.10473	2.6031673059958025	49.6088	1.2348	1.418	2.866	5160000000.0	34.9848	5160000000.0
5180000000.0	28.1031	2.5635291333537595	49.5474	1.2354	1.419	2.863	5180000000.0	34.970400000000005	5180000000.0
5200000000.0	28.09932	2.523592509409625	49.486000000000004	1.236	1.42	2.8600000000000003	5200000000.0	34.956	5200000000.0
5220000000.0	28.09663	2.4840293859254174	49.4246	1.2366	1.4209999999999998	2.857	5220000000.0	34.9416	5220000000.0
5240000000.0	28.09319	2.444365033344594	49.3632	1.2372	1.422	2.854	5240000000.0	34.9272	5240000000.0
5260000000.0	28.0895	2.404746059324323	49.3018	1.2378	1.423	2.851	5260000000.0	34.912800000000004	5260000000.0
5280000000.0	28.08759	2.3653138355340153	49.2404	1.2384	1.424	2.8480000000000003	5280000000.0	34.8984	5280000000.0
5300000000.0	28.08654	2.3257367494157917	49.179	1.2389999999999999	1.4249999999999998	2.845	5300000000.0	34.884	5300000000.0
5320000000.0	28.08405	2.2859833850431173	49.1176	1.2396	1.426	2.842	5320000000.0	34.8696	5320000000.0
5340000000.0	28.08086	2.2464516774854455	49.056200000000004	1.2402	1.427	2.839	5340000000.0	34.8552	5340000000.0
5360000000.0	28.07939	2.206918224598522	48.9948	1.2408	1.428	2.8360000000000003	5360000000.0	34.8408	5360000000.0
5380000000.0	28.07829	2.1672870332734866	48.9334	1.2414	1.4289999999999998	2.833	5380000000.0	34.8264	5380000000.0
5400000000.0	28.0764	2.127437675791952	48.872	1.242	1.43	2.83	5400000000.0	34.812000000000005	5400000000.0
5420000000.0	28.07204	2.087766341894121	48.8106	1.2426	1.431	2.827	5420000000.0	34.7976	5420000000.0
5440000000.0	28.07057	2.048433601871177	48.7492	1.2432	1.432	2.8240000000000003	5440000000.0	34.7832	5440000000.0
5460000000.0	28.06766	2.008664529535234	48.6878	1.2438	1.4329999999999998	2.821	5460000000.0	34.7688	5460000000.0
5480000000.0	28.06604	1.968982723661891	48.626400000000004	1.2444	1.434	2.818	5480000000.0	34.754400000000004	5480000000.0
5500000000.0	28.0632	1.929220632642956	48.565	1.245	1.435	2.8150000000000004	5500000000.0	34.74	5500000000.0
5520000000.0	28.06022	1.8896522731709926	48.5036	1.2456	1.436	2.8120000000000003	5520000000.0	34.7256	5520000000.0
5540000000.0	28.05608	1.849925088737098	48.4422	1.2462	1.4369999999999998	2.809	5540000000.0	34.711200000000005	5540000000.0
5560000000.0	28.0562	1.8106028206896656	48.3808	1.2468	1.438	2.806	5560000000.0	34.6968	5560000000.0
5580000000.0	28.05223	1.7711025290585296	48.3194	1.2474	1.439	2.8030000000000004	5580000000.0	34.6824	5580000000.0
5600000000.0	28.05031	1.7317057354520375	48.258	1.248	1.44	2.8000000000000003	5600000000.0	34.668	5600000000.0
5620000000.0	28.0485	1.6920942663475498	48.196600000000004	1.2486	1.4409999999999998	2.797	5620000000.0	34.653600000000004	5620000000.0
5640000000.0	28.04594	1.6524210125875414	48.1352	1.2492	1.442	2.794	5640000000.0	34.6392	5640000000.0
5660000000.0	28.04545	1.61297255723519	48.0738	1.2498	1.443	2.7910000000000004	5660000000.0	34.6248	5660000000.0
5680000000.0	28.04228	1.5737525654819247	48.0124	1.2504	1.444	2.7880000000000003	5680000000.0	34.610400000000006	5680000000.0
5700000000.0	28.04051	1.534281246316372	47.951	1.251	1.4449999999999998	2.785	5700000000.0	34.596000000000004	5700000000.0
5720000000.0	28.03946	1.4945893175333675	47.8896	1.2516	1.446	2.782	5720000000.0	34.5816	5720000000.0
5740000000.0	28.03653	1.4548654492250515	47.8282	1.2522	1.447	2.7790000000000004	5740000000.0	34.5672	5740000000.0
5760000000.0	28.03104	1.4155171757717644	47.7668	1.2528	1.448	2.7760000000000002	5760000000.0	34.552800000000005	5760000000.0
5780000000.0	28.03193	1.3759648733289191	47.705400000000004	1.2534	1.4489999999999998	2.773	5780000000.0	34.5384	5780000000.0
5800000000.0	28.03125	1.3367111967210903	47.644	1.254	1.45	2.77	5800000000.0	34.524	5800000000.0
5820000000.0	28.03004	1.2970437025476136	47.5826	1.2546	1.451	2.7670000000000003	5820000000.0	34.5096	5820000000.0
5840000000.0	28.02884	1.2575962943928132	47.5212	1.2552	1.452	2.7640000000000002	5840000000.0	34.495200000000004	5840000000.0
5860000000.0	28.02811	1.2180064673710504	47.4598	1.2558	1.4529999999999998	2.761	5860000000.0	34.4808	5860000000.0
5880000000.0	28.02762	1.1785314830140685	47.3984	1.2564	1.454	2.758	5880000000.0	34.4664	5880000000.0
5900000000.0	28.02567	1.1386498369413722	47.337	1.2570000000000001	1.455	2.7550000000000003	5900000000.0	34.452000000000005	5900000000.0
5920000000.0	28.02453	1.0993821976995275	47.275600000000004	1.2576	1.456	2.7520000000000002	5920000000.0	34.4376	5920000000.0
5940000000.0	28.02133	1.0598527590698834	47.2142	1.2582	1.4569999999999999	2.749	5940000000.0	34.4232	5940000000.0
5960000000.0	28.02219	1.020323145907314	47.1528	1.2588	1.458	2.746	5960000000.0	34.4088	5960000000.0
5980000000.0	28.01733	0.9807434417952128	47.0914	1.2594	1.459	2.7430000000000003	5980000000.0	34.394400000000005	5980000000.0
6000000000.0	28.01934	0.94133757247661	47.03	1.26	1.46	2.74	6000000000.0	34.38	6000000000.0
6020000000.0	28.01704	0.901941127935968	47.07	1.2608	1.4578	2.7364	6020000000.0	34.368	6020000000.0
6040000000.0	28.01851	0.8623917925528513	47.11	1.2616	1.4556	2.7328	6040000000.0	34.356	6040000000.0
6060000000.0	28.01724	0.8229918573537053	47.15	1.2624	1.4534	2.7292	6060000000.0	34.344	6060000000.0
6080000000.0	28.01486	0.7835585863658462	47.19	1.2632	1.4512	2.7256	6080000000.0	34.332	6080000000.0
6100000000.0	28.01338	0.7440813330808369	47.230000000000004	1.264	1.449	2.7220000000000004	6100000000.0	34.32	6100000000.0
6120000000.0	28.01175	0.704402319734297	47.27	1.2648	1.4468	2.7184000000000004	6120000000.0	34.308	6120000000.0
6140000000.0	28.01302	0.665026819144679	47.31	1.2656	1.4445999999999999	2.7148000000000003	6140000000.0	34.296	6140000000.0
6160000000.0	28.01061	0.6254991258442869	47.35	1.2664	1.4424	2.7112000000000003	6160000000.0	34.284	6160000000.0
6180000000.0	28.0109	0.5859370495576307	47.39	1.2672	1.4402	2.7076000000000002	6180000000.0	34.272000000000006	6180000000.0
6200000000.0	28.00913	0.5460286999473788	47.43	1.268	1.438	2.704	6200000000.0	34.260000000000005	6200000000.0
6220000000.0	28.00944	0.5064030936759499	47.47	1.2688	1.4358	2.7004	6220000000.0	34.248000000000005	6220000000.0
6240000000.0	28.00741	0.46677975633254865	47.51	1.2696	1.4336	2.6968	6240000000.0	34.236000000000004	6240000000.0
6260000000.0	28.00848	0.4270701997240989	47.550000000000004	1.2704	1.4314	2.6932	6260000000.0	34.224000000000004	6260000000.0
6280000000.0	28.00554	0.3876454808495746	47.59	1.2712	1.4292	2.6896	6280000000.0	34.212	6280000000.0
6300000000.0	28.00602	0.34809754172985946	47.63	1.272	1.427	2.686	6300000000.0	34.2	6300000000.0
